regime_id,n_bars,start,end,duration_days,avg_return,cum_return
165,3,2020-08-30 00:00:00+00:00,2020-09-01 00:00:00+00:00,3,-0.008102589762558768,-0.02540065286201343
166,13,2020-09-02 00:00:00+00:00,2020-09-14 00:00:00+00:00,13,-0.0036815535479825393,-0.05406328877705757
167,6,2020-09-15 00:00:00+00:00,2020-09-20 00:00:00+00:00,6,-0.0050306664601743045,-0.030998569040330826
168,3,2020-09-21 00:00:00+00:00,2020-09-23 00:00:00+00:00,3,0.009900981332302031,0.02846516909348451
169,2,2020-09-24 00:00:00+00:00,2020-09-25 00:00:00+00:00,2,-0.00041750084698410905,-0.0008689534547637878
170,2,2020-09-26 00:00:00+00:00,2020-09-27 00:00:00+00:00,2,-0.0019031513087832685,-0.0038202092511013808
171,3,2020-09-28 00:00:00+00:00,2020-09-30 00:00:00+00:00,3,-0.002748485853255674,-0.008422310719771287
172,4,2020-10-01 00:00:00+00:00,2020-10-04 00:00:00+00:00,4,0.004096216681703874,0.016374671004618868
173,3,2020-10-05 00:00:00+00:00,2020-10-07 00:00:00+00:00,3,0.0039029089284472094,0.011335694048367095
174,63,2020-10-08 00:00:00+00:00,2020-12-09 00:00:00+00:00,63,0.008654783356459438,0.6732785559135515
175,2,2020-12-10 00:00:00+00:00,2020-12-11 00:00:00+00:00,2,0.014978636088009867,0.02949194059235727
176,40,2020-12-12 00:00:00+00:00,2021-01-20 00:00:00+00:00,40,0.013630700525636762,0.6393457443923147
177,7,2021-01-21 00:00:00+00:00,2021-01-27 00:00:00+00:00,7,0.013134885949639232,0.08565580019269614
178,3,2021-01-28 00:00:00+00:00,2021-01-30 00:00:00+00:00,3,-0.003222135285624613,-0.01051033732642881
179,25,2021-01-31 00:00:00+00:00,2021-02-24 00:00:00+00:00,25,0.015593520124562183,0.42215793993904804
180,4,2021-02-25 00:00:00+00:00,2021-02-28 00:00:00+00:00,4,0.014381176920788052,0.05387943436351028
181,21,2021-03-01 00:00:00+00:00,2021-03-21 00:00:00+00:00,21,0.005063529347908261,0.09868602920257441
182,4,2021-03-22 00:00:00+00:00,2021-03-25 00:00:00+00:00,4,0.003519608125499507,0.011152933797794251
183,12,2021-03-26 00:00:00+00:00,2021-04-06 00:00:00+00:00,12,0.00155922185142864,0.016533813492170646
184,11,2021-04-07 00:00:00+00:00,2021-04-17 00:00:00+00:00,11,0.0008435724384455219,0.002983999340576249
185,12,2021-04-18 00:00:00+00:00,2021-04-29 00:00:00+00:00,12,0.0031435947941985767,0.027287334840728095
186,4,2021-04-30 00:00:00+00:00,2021-05-03 00:00:00+00:00,4,-0.01922484292814411,-0.07647837634445476
187,6,2021-05-04 00:00:00+00:00,2021-05-09 00:00:00+00:00,6,0.008432937325652331,0.04736719145213342
188,2,2021-05-10 00:00:00+00:00,2021-05-11 00:00:00+00:00,2,-0.05904722061506534,-0.12010909455458141
189,32,2021-05-12 00:00:00+00:00,2021-06-12 00:00:00+00:00,32,-0.005403565975370374,-0.2045282115981255
190,3,2021-06-13 00:00:00+00:00,2021-06-15 00:00:00+00:00,3,-0.005877153971290923,-0.019203097049301565
191,13,2021-06-16 00:00:00+00:00,2021-06-28 00:00:00+00:00,13,-0.0037566726223494575,-0.0646537179121427
192,5,2021-06-29 00:00:00+00:00,2021-07-03 00:00:00+00:00,5,-0.0029339319624797078,-0.01617050177067003
193,19,2021-07-04 00:00:00+00:00,2021-07-22 00:00:00+00:00,19,-0.0021821720477164124,-0.048351865716686926
194,46,2021-07-23 00:00:00+00:00,2021-09-06 00:00:00+00:00,46,0.007871323811816483,0.3939538228580872
195,8,2021-09-07 00:00:00+00:00,2021-09-14 00:00:00+00:00,8,0.003908729095650917,0.02916443162128335
196,4,2021-09-15 00:00:00+00:00,2021-09-18 00:00:00+00:00,4,-0.004664038494330308,-0.019016177024618774
197,12,2021-09-19 00:00:00+00:00,2021-09-30 00:00:00+00:00,12,0.0028866803716814473,0.018127719253105745
198,26,2021-10-01 00:00:00+00:00,2021-10-26 00:00:00+00:00,26,0.008056118064334086,0.21542205302332196
199,20,2021-10-27 00:00:00+00:00,2021-11-15 00:00:00+00:00,20,0.0017763950865990086,0.02870710311257807
200,37,2021-11-16 00:00:00+00:00,2021-12-22 00:00:00+00:00,37,-0.003987117181678348,-0.1558596272517615
201,5,2021-12-23 00:00:00+00:00,2021-12-27 00:00:00+00:00,5,-0.012607500406249672,-0.06292643391079267
202,38,2021-12-28 00:00:00+00:00,2022-02-03 00:00:00+00:00,38,-0.003065948273159921,-0.12792849585564692
203,13,2022-02-04 00:00:00+00:00,2022-02-16 00:00:00+00:00,13,-0.0013615414859128915,-0.023201194769845834
204,11,2022-02-17 00:00:00+00:00,2022-02-27 00:00:00+00:00,11,0.006989193836253586,0.06549951514640195
205,4,2022-02-28 00:00:00+00:00,2022-03-03 00:00:00+00:00,4,-0.023601739882916778,-0.09389503864378757
206,5,2022-03-04 00:00:00+00:00,2022-03-08 00:00:00+00:00,5,0.014808328925912995,0.07270067658722046
207,7,2022-03-09 00:00:00+00:00,2022-03-15 00:00:00+00:00,7,-0.0022265472342850113,-0.019984312671840865
208,21,2022-03-16 00:00:00+00:00,2022-04-05 00:00:00+00:00,21,0.0025803430698680065,0.050136435678361124
209,54,2022-04-06 00:00:00+00:00,2022-05-29 00:00:00+00:00,54,-0.005080417477915388,-0.2657073873196637
210,2,2022-05-30 00:00:00+00:00,2022-05-31 00:00:00+00:00,2,-0.0303087921842623,-0.060747850606387765
211,5,2022-06-01 00:00:00+00:00,2022-06-05 00:00:00+00:00,5,0.010627113159858181,0.052739547663887665
212,2,2022-06-06 00:00:00+00:00,2022-06-07 00:00:00+00:00,2,-0.018533399010009,-0.036859588909003205
213,29,2022-06-08 00:00:00+00:00,2022-07-06 00:00:00+00:00,29,-0.010346490192355435,-0.2838640302160961
214,3,2022-07-07 00:00:00+00:00,2022-07-09 00:00:00+00:00,3,-0.011986548475743986,-0.03591619953978231
215,6,2022-07-10 00:00:00+00:00,2022-07-15 00:00:00+00:00,6,0.003094605666143372,0.015813177568076986
216,2,2022-07-16 00:00:00+00:00,2022-07-17 00:00:00+00:00,2,0.031361458924079655,0.061130270802894904
217,7,2022-07-18 00:00:00+00:00,2022-07-24 00:00:00+00:00,7,-0.006944751560629332,-0.04998690278127993
218,2,2022-07-25 00:00:00+00:00,2022-07-26 00:00:00+00:00,2,0.03694832072004173,0.07344218858985951
219,21,2022-07-27 00:00:00+00:00,2022-08-16 00:00:00+00:00,21,0.000998521436483628,0.017681651770236506
220,23,2022-08-17 00:00:00+00:00,2022-09-08 00:00:00+00:00,23,-0.0031083517775314807,-0.08376971203291039
221,4,2022-09-09 00:00:00+00:00,2022-09-12 00:00:00+00:00,4,-0.011747208361296807,-0.05071944212542401
222,20,2022-09-13 00:00:00+00:00,2022-10-02 00:00:00+00:00,20,-0.0014750531858795045,-0.033164488234792566
223,4,2022-10-03 00:00:00+00:00,2022-10-06 00:00:00+00:00,4,-0.0007425879669799573,-0.003910091838492558
224,10,2022-10-07 00:00:00+00:00,2022-10-16 00:00:00+00:00,10,6.755699336006283e-05,0.0002000322302571078
225,6,2022-10-17 00:00:00+00:00,2022-10-22 00:00:00+00:00,6,0.00019118874603392863,0.0008311697345781965
226,2,2022-10-23 00:00:00+00:00,2022-10-24 00:00:00+00:00,2,0.013733274288454611,0.027027634779151377
227,14,2022-10-25 00:00:00+00:00,2022-11-07 00:00:00+00:00,14,-0.005187661585543798,-0.07735871965668539
228,22,2022-11-08 00:00:00+00:00,2022-11-29 00:00:00+00:00,22,-0.002555326614399243,-0.0740348422734799
229,2,2022-11-30 00:00:00+00:00,2022-12-01 00:00:00+00:00,2,-0.0022851976372417204,-0.004654435401434065
230,2,2022-12-02 00:00:00+00:00,2022-12-03 00:00:00+00:00,2,0.0012932999673863632,0.0024478221229753405
231,2,2022-12-04 00:00:00+00:00,2022-12-05 00:00:00+00:00,2,-0.0011657130250110614,-0.0023928095460201693
232,2,2022-12-06 00:00:00+00:00,2022-12-07 00:00:00+00:00,2,0.0043737518718132695,0.008424471166505798
233,8,2022-12-08 00:00:00+00:00,2022-12-15 00:00:00+00:00,8,-0.004121838340313544,-0.034003018544727204
234,19,2022-12-16 00:00:00+00:00,2023-01-03 00:00:00+00:00,19,0.0007237192867346885,0.01296052015079785
235,36,2023-01-04 00:00:00+00:00,2023-02-08 00:00:00+00:00,36,0.00748614069501519,0.2938818400259977
236,6,2023-02-09 00:00:00+00:00,2023-02-14 00:00:00+00:00,6,0.018738984562589378,0.11406551342313875
237,9,2023-02-15 00:00:00+00:00,2023-02-23 00:00:00+00:00,9,-0.004947143024165891,-0.04565234920091621
238,2,2023-02-24 00:00:00+00:00,2023-02-25 00:00:00+00:00,2,0.007833794106650083,0.01565126154565033
239,2,2023-02-26 00:00:00+00:00,2023-02-27 00:00:00+00:00,2,-0.008795644647119627,-0.017565311798502625
240,3,2023-02-28 00:00:00+00:00,2023-03-02 00:00:00+00:00,3,-0.011023648091907553,-0.033898912834514405
241,10,2023-03-03 00:00:00+00:00,2023-03-12 00:00:00+00:00,10,0.008806942103645432,0.08204964700116424
242,37,2023-03-13 00:00:00+00:00,2023-04-18 00:00:00+00:00,37,0.005084661777243735,0.19114140988770267
243,8,2023-04-19 00:00:00+00:00,2023-04-26 00:00:00+00:00,8,0.0030557421814409874,0.02259019633150028
244,4,2023-04-27 00:00:00+00:00,2023-04-30 00:00:00+00:00,4,-0.011796292263644731,-0.0468965816747694
245,2,2023-05-01 00:00:00+00:00,2023-05-02 00:00:00+00:00,2,0.016162324523148253,0.032562793749156826
246,4,2023-05-03 00:00:00+00:00,2023-05-06 00:00:00+00:00,4,-0.0046358592394460385,-0.019007243596307122
247,21,2023-05-07 00:00:00+00:00,2023-05-27 00:00:00+00:00,21,-0.0004844942503691269,-0.012979450345774413
248,3,2023-05-28 00:00:00+00:00,2023-05-30 00:00:00+00:00,3,-0.010363557391386466,-0.030833895601490524
249,6,2023-05-31 00:00:00+00:00,2023-06-05 00:00:00+00:00,6,0.0006410169385349477,0.0007024334616965167
250,11,2023-06-06 00:00:00+00:00,2023-06-16 00:00:00+00:00,11,-0.0022859688065232186,-0.026730272060643157
251,2,2023-06-17 00:00:00+00:00,2023-06-18 00:00:00+00:00,2,0.006483434940482646,0.012838222180645564
252,28,2023-06-19 00:00:00+00:00,2023-07-16 00:00:00+00:00,28,0.00434450716834179,0.12270888677268599
253,6,2023-07-17 00:00:00+00:00,2023-07-22 00:00:00+00:00,6,-0.0003179492793920491,-0.0020351032926875234
254,9,2023-07-23 00:00:00+00:00,2023-07-31 00:00:00+00:00,9,-0.0014518331821240392,-0.013588707023607371
255,7,2023-08-01 00:00:00+00:00,2023-08-07 00:00:00+00:00,7,0.00048497501146792043,0.003024693916544141
256,2,2023-08-08 00:00:00+00:00,2023-08-09 00:00:00+00:00,2,-0.005657730223074586,-0.011284880578146028
257,19,2023-08-10 00:00:00+00:00,2023-08-28 00:00:00+00:00,19,-0.002864573152751331,-0.05783974564375516
258,2,2023-08-29 00:00:00+00:00,2023-08-30 00:00:00+00:00,2,-0.03277338322007073,-0.06477061129807016
259,13,2023-08-31 00:00:00+00:00,2023-09-12 00:00:00+00:00,13,0.0009610864964618715,0.011447480609467986
260,11,2023-09-13 00:00:00+00:00,2023-09-23 00:00:00+00:00,11,0.0001489078943593453,0.0010869929907826315
261,4,2023-09-24 00:00:00+00:00,2023-09-27 00:00:00+00:00,4,0.007261153428047562,0.029124612529387583
262,13,2023-09-28 00:00:00+00:00,2023-10-10 00:00:00+00:00,13,-0.00030783687196569775,-0.005485621661229567
263,4,2023-10-11 00:00:00+00:00,2023-10-14 00:00:00+00:00,4,0.0026691740977334844,0.010654805584125793
264,37,2023-10-15 00:00:00+00:00,2023-11-20 00:00:00+00:00,37,0.00784156923083897,0.31864033593952845
265,38,2023-11-21 00:00:00+00:00,2023-12-28 00:00:00+00:00,38,0.004508765631736776,0.17550743693563997
266,3,2023-12-29 00:00:00+00:00,2023-12-31 00:00:00+00:00,3,0.016313145696326137,0.049120177484714755
267,11,2024-01-01 00:00:00+00:00,2024-01-11 00:00:00+00:00,11,-0.002158384688650907,-0.029754119164550175
268,15,2024-01-12 00:00:00+00:00,2024-01-26 00:00:00+00:00,15,-0.0009055944701853373,-0.01710748586393962
269,52,2024-01-27 00:00:00+00:00,2024-03-18 00:00:00+00:00,52,0.007917642109335071,0.4699117237724728
270,3,2024-03-19 00:00:00+00:00,2024-03-21 00:00:00+00:00,3,0.011702523499927916,0.030139016555066123
271,2,2024-03-22 00:00:00+00:00,2024-03-23 00:00:00+00:00,2,0.026979011330516722,0.05417806805902159
272,9,2024-03-24 00:00:00+00:00,2024-04-01 00:00:00+00:00,9,-0.002596138422854074,-0.02658172176439455
273,2,2024-04-02 00:00:00+00:00,2024-04-03 00:00:00+00:00,2,0.023235729022505258,0.046783984040819515
274,8,2024-04-04 00:00:00+00:00,2024-04-11 00:00:00+00:00,8,-0.0021140218849217407,-0.019165117961419398
275,10,2024-04-12 00:00:00+00:00,2024-04-21 00:00:00+00:00,10,-8.852252406519324e-05,-0.0053303879137794885
276,2,2024-04-22 00:00:00+00:00,2024-04-23 00:00:00+00:00,2,-0.01926000209311529,-0.03831341841907132
277,10,2024-04-24 00:00:00+00:00,2024-05-03 00:00:00+00:00,10,-0.0001574852555115358,-0.005996399950837783
278,2,2024-05-04 00:00:00+00:00,2024-05-05 00:00:00+00:00,2,-0.005694220280059614,-0.011418112621293663
279,7,2024-05-06 00:00:00+00:00,2024-05-12 00:00:00+00:00,7,-0.0003473975173658201,-0.004124318517715109
280,2,2024-05-13 00:00:00+00:00,2024-05-14 00:00:00+00:00,2,0.027577599690264187,0.0535129158389831
281,27,2024-05-15 00:00:00+00:00,2024-06-10 00:00:00+00:00,27,0.0007994308903605715,0.016064287330031624
282,33,2024-06-11 00:00:00+00:00,2024-07-13 00:00:00+00:00,33,-0.0028693284087105194,-0.09719356448929273
283,17,2024-07-14 00:00:00+00:00,2024-07-30 00:00:00+00:00,17,0.003877431376530777,0.06303009206289611
284,2,2024-07-31 00:00:00+00:00,2024-08-01 00:00:00+00:00,2,-0.02444827126634208,-0.04958568847518341
285,6,2024-08-02 00:00:00+00:00,2024-08-07 00:00:00+00:00,6,0.0026862118134965973,0.004804684714140084
286,13,2024-08-08 00:00:00+00:00,2024-08-20 00:00:00+00:00,13,-0.00043623533448916134,-0.00866875362784758
287,6,2024-08-21 00:00:00+00:00,2024-08-26 00:00:00+00:00,6,-0.004006168517848315,-0.02731597564306687
288,16,2024-08-27 00:00:00+00:00,2024-09-11 00:00:00+00:00,16,-0.0012314088520147537,-0.023143267534539103
289,4,2024-09-12 00:00:00+00:00,2024-09-15 00:00:00+00:00,4,0.0005666551862835989,0.001126842753480517
290,15,2024-09-16 00:00:00+00:00,2024-09-30 00:00:00+00:00,15,0.0031900575039180757,0.04544399270627797
291,5,2024-10-01 00:00:00+00:00,2024-10-05 00:00:00+00:00,5,0.006472642316529975,0.03257786666372997
292,2,2024-10-06 00:00:00+00:00,2024-10-07 00:00:00+00:00,2,-0.005475732132161459,-0.010935872057715068
293,3,2024-10-08 00:00:00+00:00,2024-10-10 00:00:00+00:00,3,0.001996510636917711,0.005039595557649212
294,24,2024-10-11 00:00:00+00:00,2024-11-03 00:00:00+00:00,24,0.003625174585661579,0.08593822188421951
295,45,2024-11-04 00:00:00+00:00,2024-12-18 00:00:00+00:00,45,0.008564269006256614,0.437675550949979
296,5,2024-12-19 00:00:00+00:00,2024-12-23 00:00:00+00:00,5,0.002643251024872151,0.012156512989154544
297,2,2024-12-24 00:00:00+00:00,2024-12-25 00:00:00+00:00,2,-0.014484737990657914,-0.029192276549235285
298,7,2024-12-26 00:00:00+00:00,2025-01-01 00:00:00+00:00,7,0.0017360118758103901,0.011392599570418493
299,5,2025-01-02 00:00:00+00:00,2025-01-06 00:00:00+00:00,5,0.00049679154268365,0.0003698127135480789
300,7,2025-01-07 00:00:00+00:00,2025-01-13 00:00:00+00:00,7,-0.0004213646960776434,-0.004010102482689404
301,18,2025-01-14 00:00:00+00:00,2025-01-31 00:00:00+00:00,18,0.002576076666120123,0.04269861698526234
302,2,2025-02-01 00:00:00+00:00,2025-02-02 00:00:00+00:00,2,0.0042838154440418275,0.007446259241012276
303,17,2025-02-03 00:00:00+00:00,2025-02-19 00:00:00+00:00,17,-0.001714539415527944,-0.030289110779285755
304,10,2025-02-20 00:00:00+00:00,2025-03-01 00:00:00+00:00,10,-0.00346464522372415,-0.0415481165506032
305,17,2025-03-02 00:00:00+00:00,2025-03-18 00:00:00+00:00,17,-0.0040742149670498625,-0.07845357504932449
306,4,2025-03-19 00:00:00+00:00,2025-03-22 00:00:00+00:00,4,-0.002103462411628343,-0.009209223315893689
307,5,2025-03-23 00:00:00+00:00,2025-03-27 00:00:00+00:00,5,-0.0038530141368606774,-0.019769129679294672
308,4,2025-03-28 00:00:00+00:00,2025-03-31 00:00:00+00:00,4,0.0025872036309685376,0.009673853317866632
309,10,2025-04-01 00:00:00+00:00,2025-04-10 00:00:00+00:00,10,-0.0012472199988924238,-0.020715594621856903
310,49,2025-04-11 00:00:00+00:00,2025-05-29 00:00:00+00:00,49,0.004683550719988082,0.24691288898821617
311,2,2025-05-30 00:00:00+00:00,2025-05-31 00:00:00+00:00,2,0.007919977372173648,0.015899545541828264
312,3,2025-06-01 00:00:00+00:00,2025-06-03 00:00:00+00:00,3,-0.0029045208015980872,-0.008708960825199008
313,3,2025-06-04 00:00:00+00:00,2025-06-06 00:00:00+00:00,3,0.0031034936094345897,0.008437250971479626
314,5,2025-06-07 00:00:00+00:00,2025-06-11 00:00:00+00:00,5,0.0008548868348312366,0.0029675531926476317
315,4,2025-06-12 00:00:00+00:00,2025-06-15 00:00:00+00:00,4,0.0020613911336201385,0.008191426242376343
316,7,2025-06-16 00:00:00+00:00,2025-06-22 00:00:00+00:00,7,-0.001434302274199257,-0.01141411031570616
317,8,2025-06-23 00:00:00+00:00,2025-06-30 00:00:00+00:00,8,0.00018039872322422879,0.0011414334665336145
318,30,2025-07-01 00:00:00+00:00,2025-07-30 00:00:00+00:00,30,0.0031261788009128637,0.09517581553834198
319,7,2025-07-31 00:00:00+00:00,2025-08-06 00:00:00+00:00,7,0.002226794599878544,0.015020102247616407
320,8,2025-08-07 00:00:00+00:00,2025-08-14 00:00:00+00:00,8,9.63558175504503e-05,-0.0008387455328608961
321,2,2025-08-15 00:00:00+00:00,2025-08-16 00:00:00+00:00,2,0.00023313917256440053,0.0004660201783073248
322,5,2025-08-17 00:00:00+00:00,2025-08-21 00:00:00+00:00,5,-0.0006935416866921784,-0.004929373487587152
323,17,2025-08-22 00:00:00+00:00,2025-09-07 00:00:00+00:00,17,-0.002356345680745739,-0.04109258861395226
324,2,2025-09-08 00:00:00+00:00,2025-09-09 00:00:00+00:00,2,0.008457495770533063,0.01681006373800109
325,12,2025-09-10 00:00:00+00:00,2025-09-21 00:00:00+00:00,12,-0.0008418693458398149,-0.010590580474587719
326,7,2025-09-22 00:00:00+00:00,2025-09-28 00:00:00+00:00,7,0.0022616772891064707,0.014651021680592846
327,11,2025-09-29 00:00:00+00:00,2025-10-09 00:00:00+00:00,11,-0.0005622820724440001,-0.010367276172067341
328,16,2025-10-10 00:00:00+00:00,2025-10-25 00:00:00+00:00,16,0.0008704577226637603,0.011112347703293946
329,0,2025-10-26 00:00:00+00:00,2025-10-26 00:00:00+00:00,1,,
